"Orden de Satélite","Num OS","Estado","Satélite Procesos","Valor Unitario","Cantidad","Producto","SubTotal","Orden de Produccion","Proveedor","Orden Satélite PDF","Fecha Entrega a Satélite","Fecha Promesa a Molt","Ficha Técnica Producto","Orden de Producción Det","Creado por","Cliente","Id.","Costeo","Costeos Detalles"
"OS-0020549-6407-5-T-SHIRT MANGA CORTA",20549,"En Proceso","Estampado",2800.0,159,"T-SHIRT MANGA CORTA",445200.0,"OP-SICTE TELECOMUNICACIONES 0006407","SEIIO","","29/12/2025","30/12/2025","T-shirt.pdf","6407-5-T-SHIRT MANGA CORTA","Cristian Esguerra","SICTE TELECOMUNICACIONES","77905221","COS-0012088 (Costeo)",""
"OS-0020548-6407-4-POLO MANGA CORTA",20548,"En Proceso","Bordado",800.0,592,"POLO MANGA CORTA",473600.0,"OP-SICTE TELECOMUNICACIONES 0006407","SEIIBA  SAS","","29/12/2025","30/12/2025","103244 FT. POLO MANGA CORTA GRIS SICTE HOMBRE.pdf","6407-4-POLO MANGA CORTA","Cristian Esguerra","SICTE TELECOMUNICACIONES","77905022","COS-0012088 (Costeo)",""
"OS-0020547-6452-1-Chaqueta Sport",20547,"En Proceso","Confección",20000.0,11,"Chaqueta Sport",220000.0,"OP-INCHCAPE COLOMBIA 0006452","JUSELY GERLYN RUEDA VALENCIA - LEO CHAQUETAS","","27/12/2025","31/12/2025","106211 FT. CHAQUETA CAPOTA CUELLO ALTO NEGRO INCHCAPE HOMBRE.pdf","6452-1-Chaqueta Sport","Cristian Esguerra","INCHCAPE COLOMBIA","77901002","COS-0012143 (Costeo)",""
"OS-0020546-6441-3-CAMISA MANGA CORTA",20546,"En Proceso","Confección",14500.0,8,"CAMISA MANGA CORTA",116000.0,"OP-Molt Panamá (PA) 0006441","NEIFI CONSTANZA MORALES CASTAÑO","","30/12/2025","08/01/2026","102199 FT. CAMISA MANGA CORTA NEGRO GRIS CUELLO NERÚ LOGO DECAPOLIS HOTEL MEGAPOLIS HOMBRE.pdf","6441-3-CAMISA MANGA CORTA","Cristian Esguerra","Molt Panamá (PA)","77859571","COS-0012173 (Costeo)",""
"OS-0020545-6441-2-CAMISA MANGA CORTA",20545,"En Proceso","Confección",14500.0,3,"CAMISA MANGA CORTA",43500.0,"OP-Molt Panamá (PA) 0006441","NEIFI CONSTANZA MORALES CASTAÑO","","30/12/2025","08/01/2026","202215 FT. BLUSA MANGA CORTA NEGRO GRIS CUELLO NERÚ LOGO DECAPOLIS HOLTEL MEGAPOLIS DAMA.pdf","6441-2-CAMISA MANGA CORTA","Cristian Esguerra","Molt Panamá (PA)","77859509","COS-0012173 (Costeo)",""
"OS-0020544-6441-1-CAMISA MANGA CORTA",20544,"En Proceso","Confección",14500.0,5,"CAMISA MANGA CORTA",72500.0,"OP-Molt Panamá (PA) 0006441","NEIFI CONSTANZA MORALES CASTAÑO","","30/12/2025","08/01/2026","102197 FT. CAMISA MANGA CORTA NEGRO GRIS CUELLO NERÚ LOGO WORLD MEGAPOLIS HOMBRE.pdf","6441-1-CAMISA MANGA CORTA","Carolina Gonzalez","Molt Panamá (PA)","77859397","COS-0012173 (Costeo)",""
"OS-0020543-6471-4-POLO MANGA CORTA",20543,"En Proceso","Confección",4500.0,6,"POLO MANGA CORTA",27000.0,"OP-TALMA COLOMBIA 0006471","GLORIA LOZANO","","30/12/2025","05/01/2026","","6471-4-POLO MANGA CORTA","Cristian Esguerra","TALMA COLOMBIA","77856517","COS-0012229 (Costeo)",""
"OS-0020542-6409-1-Chaqueta Sport",20542,"En Proceso","Confección",16000.0,30,"Chaqueta Sport",480000.0,"OP-Micro Talent SAS 0006409","JAINER  ESTEVAN RIAÑO REMIGIO","","30/12/2025","07/01/2026","106193 FT_ CHAQUETA COLA DE PATO NEGRO MICRO TALENT HOMBRE (1).pdf","6409-1-Chaqueta Sport","Cristian Esguerra","Micro Talent SAS","77855772","COS-0012091 (Costeo)",""
"OS-0020541-6474-3-Camiseta polo",20541,"Finalizado","Bordado",1200.0,101,"Camiseta polo",121200.0,"OP-AEROSAN S.A.S. 0006474","SEIIBA  SAS","","29/12/2025","31/12/2025","","6474-3-Camiseta polo","Cristian Esguerra","AEROSAN S.A.S.","77847158","COS-0012248 (Costeo)",""
"OS-0020540-6474-2-Camiseta polo",20540,"Finalizado","Bordado",1200.0,30,"Camiseta polo",36000.0,"OP-AEROSAN S.A.S. 0006474","SEIIBA  SAS","","29/12/2025","31/12/2025","","6474-2-Camiseta polo","Cristian Esguerra","AEROSAN S.A.S.","77846285","COS-0012248 (Costeo)",""
"OS-0020539-6404-4-DELANTAL TIPO PETO",20539,"En Proceso","Confección",2500.0,25,"DELANTAL TIPO PETO",62500.0,"OP-NUTRESA 0006404","LAURA DANIELA LOZANO BAUTISTA","","29/01/2026","02/02/2026","109033 FT. DELANTAL LARGO CAQUI CORRAL TRADICIONAL GRUPO ACO UNISEX (1).pdf","6404-4-DELANTAL TIPO PETO","Cristian Esguerra","NUTRESA","77706406","COS-0012086 (Costeo)",""
"OS-0020538-6428-1-Saco Tejido",20538,"En Proceso","Bordado",2900.0,60,"Saco Tejido",174000.0,"OP-Molt Panamá (PA) 0006428","SEIIBA  SAS","","24/12/2025","30/12/2025","","6428-1-Saco Tejido","Cristian Esguerra","Molt Panamá (PA)","77695032","COS-0012142 (Costeo)",""
"OS-0020537-6417-4-uniforme dos  piezas",20537,"En Proceso","Bordado",3800.0,12,"uniforme  dos piezas uniforme dos  piezas",45600.0,"OP-Droguería Gloria 0006417","SEIIBA  SAS","","24/12/2025","30/12/2025","","6417-4-uniforme dos  piezas","Cristian Esguerra","Droguería Gloria","77694519","COS-0012107 (Costeo)",""
"OS-0020536-6417-3-uniforme dos  piezas",20536,"En Proceso","Bordado",3800.0,12,"uniforme  dos piezas uniforme dos  piezas",45600.0,"OP-Droguería Gloria 0006417","SEIIBA  SAS","","24/12/2025","30/12/2025","","6417-3-uniforme dos  piezas","Cristian Esguerra","Droguería Gloria","77694250","COS-0012107 (Costeo)",""
"OS-0020535-6417-2-uniforme dos  piezas",20535,"En Proceso","Bordado",3800.0,14,"uniforme  dos piezas uniforme dos  piezas",53200.0,"OP-Droguería Gloria 0006417","SEIIBA  SAS","","24/12/2025","30/12/2025","","6417-2-uniforme dos  piezas","Cristian Esguerra","Droguería Gloria","77689589","COS-0012107 (Costeo)",""
"OS-0020534-6417-1-uniforme dos  piezas",20534,"En Proceso","Bordado",3800.0,14,"uniforme  dos piezas uniforme dos  piezas",53200.0,"OP-Droguería Gloria 0006417","SEIIBA  SAS","","24/12/2025","30/12/2025","","6417-1-uniforme dos  piezas","Cristian Esguerra","Droguería Gloria","77688938","COS-0012107 (Costeo)",""
"OS-0020533-6446-2-chaleco  periodista",20533,"Finalizado","Bordado",2000.0,3,"chaleco  periodista",6000.0,"OP-FLET X 0006446","SEIIBA  SAS","","24/12/2025","30/12/2025","205025 FT. CHALECO DRIL NARANJA TRANSER DAMA.pdf","6446-2-chaleco  periodista","Cristian Esguerra","FLET X","77688288","COS-0012181 (Costeo)",""
"OS-0020532-6423-1-POLO MANGA CORTA",20532,"En Proceso","Estampado",6000.0,300,"POLO MANGA CORTA",1800000.0,"OP-CREDIMINUTO 0006423","SEIIO","","24/12/2025","30/12/2025","103235 FT. POLO MANGA CORTA GRIS CREDISMART CLARO HOMBRE 04 DIC 2025.pdf","6423-1-POLO MANGA CORTA","Cristian Esguerra","CREDIMINUTO","77666801","COS-0012123 (Costeo)",""
"OS-0020531-6308-14-Camibuso Polo Manga Larga",20531,"En Proceso","Confección",5000.0,49,"Camibuso Polo Manga Larga",245000.0,"OP-AECSA 0006308","MOLT","","23/12/2025","24/12/2025","203210 FT. POLO AMARILLO MANGA LARGA AECSA DAMA.pdf","6308-14-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77658346","COS-0011567 (Costeo)",""
"OS-0020530-6308-9-Camibuso Polo Manga Larga",20530,"En Proceso","Confección",5000.0,45,"Camibuso Polo Manga Larga",225000.0,"OP-AECSA 0006308","MOLT","","23/12/2025","24/12/2025","103273 FT. POLO AMARILLO MANGA LARGA AECSA HOMBRE.pdf","6308-9-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77657939","COS-0011567 (Costeo)",""
"OS-0020529-6439-12-Chaqueta Cuarto Frío",20529,"En Proceso","Confección",17500.0,2,"Chaqueta Cuarto Frío",35000.0,"OP-NUTRESA 0006439","ANDERSON LEONARDO MURCIA  BONILLA","","24/12/2025","05/01/2026","106156 FT. CHAQUETA CUARTO FRÍO PRE CAVA BLANCO ACO NUTRESA UNISEX.pdf","6439-12-Chaqueta Cuarto Frío","Cristian Esguerra","NUTRESA","77655445","COS-0012168 (Costeo)",""
"OS-0020528-6439-11-Chaqueta Cuarto Frío",20528,"En Proceso","Bordado|Confección",1600.0,2,"Chaqueta Cuarto Frío",3200.0,"OP-NUTRESA 0006439","ANDERSON LEONARDO MURCIA  BONILLA","","24/12/2025","05/01/2026","106154 FT. CHAQUETA CUARTO FRÍO PRE CAVA BLANCO VERDE ACO NUTRESA UNISEX.pdf","6439-11-Chaqueta Cuarto Frío","Cristian Esguerra","NUTRESA","77655429","COS-0012168 (Costeo)",""
"OS-0020527-6439-4-Chaqueta Cuarto Frío",20527,"En Proceso","Confección",17500.0,2,"Chaqueta Cuarto Frío",35000.0,"OP-NUTRESA 0006439","ANDERSON LEONARDO MURCIA  BONILLA","","24/12/2025","05/01/2026","106155 FT. CHAQUETA CUARTO FRÍO PRE CAVA BLANCO ROJO ACO NUTRESA UNISEX.pdf","6439-4-Chaqueta Cuarto Frío","Cristian Esguerra","NUTRESA","77655400","COS-0012168 (Costeo)",""
"OS-0020526-6439-9-Pantalón dotación",20526,"En Proceso","Confección",5500.0,35,"Pantalón dotación",192500.0,"OP-NUTRESA 0006439","MC COMPANY SAS - EDWIN TORRES","","24/12/2025","05/01/2026","108086 FT. PANTALÓN DRIL BLANCO RESORTADO OPERARIO ACO HOMBRE.pdf","6439-9-Pantalón dotación","Cristian Esguerra","NUTRESA","77655370","COS-0012168 (Costeo)",""
"OS-0020525-6433-10-Pantalón dotación",20525,"En Proceso","Confección",5500.0,51,"Pantalón dotación",280500.0,"OP-NUTRESA 0006433","MC COMPANY SAS - EDWIN TORRES","","24/12/2025","05/01/2026","108086 FT. PANTALÓN DRIL BLANCO RESORTADO OPERARIO ACO HOMBRE.pdf","6433-10-Pantalón dotación","Cristian Esguerra","NUTRESA","77655291","COS-0012156 (Costeo)",""
"OS-0020524-6364-5-camisa  overol",20524,"En Proceso","Confección",13000.0,2,"camisa  overol",26000.0,"OP-FLET X 0006364","SANDRA GARCIA","","23/12/2025","29/12/2025","102207 FT. CAMISA OVEROL AZUL OSCURO TRANSER HOMBRE.pdf","6364-5-camisa  overol","Cristian Esguerra","FLET X","77598218","COS-0011920 (Costeo)",""
"OS-0020523-6446-10-camisa  overol",20523,"En Proceso","Confección",10000.0,7,"camisa  overol",70000.0,"OP-FLET X 0006446","SANDRA GARCIA","","23/12/2025","29/12/2025","111033 FT. CAMISA OVEROL AZUL OSCURO DRIL ORION BRIGADISTA TRANSER HOMBRE.pdf","6446-10-camisa  overol","Cristian Esguerra","FLET X","77598081","COS-0012181 (Costeo)",""
"OS-0020522-6446-8-camisa  overol",20522,"En Proceso","Confección",10000.0,41,"camisa  overol",410000.0,"OP-FLET X 0006446","SANDRA GARCIA","","23/12/2025","29/12/2025","111032 FT. CAMISA OVEROL AZUL OSCURO DRIL ORION TRANSER HOMBRE.pdf","6446-8-camisa  overol","Cristian Esguerra","FLET X","77598001","COS-0012181 (Costeo)",""
"OS-0020521-6446-1-POLO MANGA LARGA",20521,"En Proceso","Confección",5000.0,10,"POLO MANGA LARGA",50000.0,"OP-FLET X 0006446","GLORIA LOZANO","","23/12/2025","26/12/2025","203212 FT. POLO MANGA LARGA AZUL OSCURO TRANSER DAMA.pdf","6446-1-POLO MANGA LARGA","Cristian Esguerra","FLET X","77597029","COS-0012181 (Costeo)",""
"OS-0020520-6471-2-camisa",20520,"En Proceso","Confección",11500.0,20,"camisa",230000.0,"OP-TALMA COLOMBIA 0006471","NEIFI CONSTANZA MORALES CASTAÑO","","23/12/2025","26/12/2025","202087 FT. BLUSA POPELINA BLANCA RAYA AZUL MANGA CORTA TALMA DAMA (4).pdf","6471-2-camisa","Cristian Esguerra","TALMA COLOMBIA","77596014","COS-0012229 (Costeo)",""
"OS-0020519-6446-11-camisa  overol",20519,"Finalizado","Bordado",2000.0,7,"camisa  overol",14000.0,"OP-FLET X 0006446","SEIIBA  SAS","","22/12/2025","24/12/2025","111033 FT. PANTALÓN OVEROL AZUL OSCURO DRIL ORION BRIGADISTA HOMBRE.pdf","6446-11-camisa  overol","Cristian Esguerra","FLET X","77593878","COS-0012181 (Costeo)",""
"OS-0020518-6470-1-Pantalón  Cuarto Frio",20518,"En Proceso","Confección",5000.0,30,"Pantalón  Cuarto Frio",150000.0,"OP-NUTRESA 0006470","KAREN ROJAS PINZON","","23/12/2025","05/01/2026","108088 FT. PANTALÓN PIJAMA FLEECE BLANCO RESORTADO CUARTO FRÍO ACO UNISEX (1).pdf","6470-1-Pantalón  Cuarto Frio","Cristian Esguerra","NUTRESA","77589644","COS-0012234 (Costeo)",""
"OS-0020517-6439-8-Pantalón  Cuarto Frio",20517,"En Proceso","Confección",5000.0,18,"Pantalón  Cuarto Frio",90000.0,"OP-NUTRESA 0006439","KAREN ROJAS PINZON","","23/12/2025","05/01/2026","108088 FT. PANTALÓN PIJAMA FLEECE BLANCO RESORTADO CUARTO FRÍO ACO UNISEX.pdf","6439-8-Pantalón  Cuarto Frio","Cristian Esguerra","NUTRESA","77589570","COS-0012168 (Costeo)",""
"OS-0020516-6466-1-POLO MANGA LARGA",20516,"En Proceso","Bordado",1200.0,2,"POLO MANGA LARGA",2400.0,"OP-AECSA 0006466","SEIIBA  SAS","","23/12/2025","26/12/2025","","6466-1-POLO MANGA LARGA","Cristian Esguerra","AECSA","77589278","COS-0012227 (Costeo)",""
"OS-0020515-6433-3-Bata quirúrgica",20515,"En Proceso","Confección",8500.0,18,"Bata quirúrgica",153000.0,"OP-NUTRESA 0006433","MARCELA RUBIO DURAN","","22/12/2025","30/12/2025","107039 FT. BATA BLANCO ANTIFLUIDO HORNEADOS QCC ACO UNISEX (4).pdf","6433-3-Bata quirúrgica","Cristian Esguerra","NUTRESA","77526222","COS-0012156 (Costeo)",""
"OS-0020514-6391-1-CHAQUETA MICHELIN",20514,"En Proceso","Confección",17000.0,130,"CHAQUETA MICHELIN",2210000.0,"OP-PARKING INTERNATIONAL S A S 0006391","JULIAN ORTIZ VERA","","22/12/2025","13/01/2026","106024 FT. CHAQUETA VERDE HOMBRE PARKING.pdf","6391-1-CHAQUETA MICHELIN","Cristian Esguerra","PARKING INTERNATIONAL S A S","77526000","COS-0012039 (Costeo)",""
"OS-0020513-6433-2-BATA TIPO LABORATORIO",20513,"En Proceso","Confección",8000.0,6,"BATA TIPO LABORATORIO",48000.0,"OP-NUTRESA 0006433","MARCELA RUBIO DURAN","","20/12/2025","21/12/2025","207032 FT. BATA MANGA LARGA JEFE PRODUCCIÓN ACO DAMA (3).pdf","6433-2-BATA TIPO LABORATORIO","Cristian Esguerra","NUTRESA","77525600","COS-0012156 (Costeo)",""
"OS-0020512-6433-1-BATA TIPO LABORATORIO",20512,"En Proceso","Confección",8000.0,6,"BATA TIPO LABORATORIO",48000.0,"OP-NUTRESA 0006433","MARCELA RUBIO DURAN","","22/12/2025","30/12/2025","107038 FT. BATA MANGA LARGA JEFE PRODUCCIÓN ACO HOMBRE (7).pdf","6433-1-BATA TIPO LABORATORIO","Cristian Esguerra","NUTRESA","77525584","COS-0012156 (Costeo)",""
"OS-0020511-6436-3-Chaqueta Rompevientos",20511,"En Proceso","Confección",15000.0,35,"Chaqueta Rompevientos",525000.0,"OP-NUTRESA 0006436","DUVIS ELENA CUBILLLOS NIETO","","22/12/2025","09/01/2026","106209 FT. CHAQUETA MANGA RANGLA BLANCO CORRAL TRADICIONAL GRUPO ACO HOMBRE.pdf","6436-3-Chaqueta Rompevientos","Cristian Esguerra","NUTRESA","77524934","COS-0012162 (Costeo)",""
"OS-0020510-6436-2-Chaqueta Rompevientos",20510,"En Proceso","Confección",15000.0,50,"Chaqueta Rompevientos",750000.0,"OP-NUTRESA 0006436","DUVIS ELENA CUBILLLOS NIETO","","22/12/2025","09/01/2026","106208 FT. CHAQUETA MANGA RANGLA AZUL OSCURO CORRAL TRADICIONAL GRUPO ACO HOMBRE.pdf","6436-2-Chaqueta Rompevientos","Cristian Esguerra","NUTRESA","77524868","COS-0012162 (Costeo)",""
"OS-0020509-6436-1-Chaqueta Rompevientos",20509,"En Proceso","Confección",15000.0,15,"Chaqueta Rompevientos",225000.0,"OP-NUTRESA 0006436","DUVIS ELENA CUBILLLOS NIETO","","22/12/2025","09/01/2026","106210 FT. CHAQUETA MANGA RANGLA NEGRO OSCURO CORRAL TRADICIONAL GRUPO ACO HOMBRE.pdf","6436-1-Chaqueta Rompevientos","Cristian Esguerra","NUTRESA","77524831","COS-0012162 (Costeo)",""
"OS-0020508-6332-4-Gorra seis cascos",20508,"Creado","Bordado",1400.0,12,"Gorra seis cascos",16800.0,"OP-NUTRESA 0006332","SEIIBA  SAS","","23/12/2025","24/12/2025","310076 FT. GORRA NEGRO ANTIFLUIDO MANTENIMIENTO (1).pdf","6332-4-Gorra seis cascos","Cristian Esguerra","NUTRESA","77524509","COS-0011904 (Costeo)",""
"OS-0020507-6435-1-Chaqueta Sport",20507,"En Proceso","Confección",15000.0,90,"Chaqueta Sport",1350000.0,"OP-NUTRESA 0006435","MARIA LIGIA AGUDELO SIERRA","","23/12/2025","09/01/2026","106169 FT. CHAQUETA ROMPEVIENTOS CAFE DOMICILIARIO CORRAL TRADICIONAL GRUPO ACO HOMBRE.pdf","6435-1-Chaqueta Sport","Carolina Gonzalez","NUTRESA","77523021","COS-0012161 (Costeo)",""
"OS-0020506-6409-1-Chaqueta Sport",20506,"Finalizado","Bordado",1800.0,30,"Chaqueta Sport",54000.0,"OP-Micro Talent SAS 0006409","SEIIBA  SAS","","20/12/2025","23/12/2025","106193 FT_ CHAQUETA COLA DE PATO NEGRO MICRO TALENT HOMBRE (1).pdf","6409-1-Chaqueta Sport","Cristian Esguerra","Micro Talent SAS","77486055","COS-0012091 (Costeo)",""
"OS-0020505-6439-2-Buzo / Cerrado",20505,"En Proceso","Confección",5500.0,12,"Buzo / Cerrado",66000.0,"OP-NUTRESA 0006439","REYES CAPERA MARIA","","20/12/2025","29/12/2025","104111 FT. SACO PIJAMA FLEECE CUARTO FRÍO ACO UNISEX.pdf","6439-2-Buzo / Cerrado","Cristian Esguerra","NUTRESA","77485981","COS-0012168 (Costeo)",""
"OS-0020504-6433-4-Buzo / Cerrado",20504,"En Proceso","Confección",5500.0,7,"Buzo / Cerrado",38500.0,"OP-NUTRESA 0006433","REYES CAPERA MARIA","","20/12/2025","29/12/2025","104111 FT. SACO PIJAMA FLEECE CUARTO FRÍO ACO UNISEX (6).pdf","6433-4-Buzo / Cerrado","Cristian Esguerra","NUTRESA","77485650","COS-0012156 (Costeo)",""
"OS-0020503-6404-2-Gorra seis cascos",20503,"En Proceso","Bordado",1650.0,800,"Gorra seis cascos",1320000.0,"OP-NUTRESA 0006404","GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON","","20/12/2025","26/12/2025","310070 FT. GORRA VINOTINTO OPERARIO CORRAL TRADICIONAL GRUPO ACO UNISEX.pdf","6404-2-Gorra seis cascos","Cristian Esguerra","NUTRESA","77485305","COS-0012086 (Costeo)",""
"OS-0020502-6433-6-Camiseta Dril",20502,"En Proceso","Confección",5000.0,24,"Camiseta Dril",120000.0,"OP-NUTRESA 0006433","GLORIA LOZANO","","20/12/2025","29/12/2025","203137 FT. POLO DRIL BLANCO OPERARIO PRODUCCIÓN ACO DAMA.pdf","6433-6-Camiseta Dril","Cristian Esguerra","NUTRESA","77485221","COS-0012156 (Costeo)",""
"OS-0020501-6433-5-Camiseta Dril",20501,"En Proceso","Confección",5000.0,18,"Camiseta Dril",90000.0,"OP-NUTRESA 0006433","GLORIA LOZANO","","20/12/2025","29/12/2025","103176 FT. POLO DRIL BLANCO OPERARIO PRODUCCIÓN ACO HOMBRE (7).pdf","6433-5-Camiseta Dril","Cristian Esguerra","NUTRESA","77485136","COS-0012156 (Costeo)",""
"OS-0020500-6439-3-Camiseta Dril",20500,"En Proceso","Confección",5000.0,18,"Camiseta Dril",90000.0,"OP-NUTRESA 0006439","GLORIA LOZANO","","20/12/2025","29/12/2025","103176 FT. POLO DRIL BLANCO OPERARIO PRODUCCIÓN ACO HOMBRE.pdf","6439-3-Camiseta Dril","Cristian Esguerra","NUTRESA","77484803","COS-0012168 (Costeo)",""
"OS-0020499-6396-1-Chaqueta Rompevientos",20499,"En Proceso","Confección",16000.0,50,"Chaqueta Rompevientos",800000.0,"OP-USO 0006396","JAINER  ESTEVAN RIAÑO REMIGIO","","20/12/2025","26/12/2025","","6396-1-Chaqueta Rompevientos","Cristian Esguerra","USO","77481245","COS-0012052 (Costeo)",""
"OS-0020498-6430-1-Camibuzo",20498,"Creado","Confección",5000.0,23,"Camibuzo",115000.0,"OP-TALMA COLOMBIA 0006430","","","19/12/2025","20/12/2025","103113 FT. POLO MANGA LARGA VERDE NEON TALMA HOMBRE (3).pdf","6430-1-Camibuzo","Cristian Esguerra","TALMA COLOMBIA","77474068","COS-0012151 (Costeo)",""
"OS-0020497-6470-1-Pantalón  Cuarto Frio",20497,"Finalizado","Bordado",700.0,15,"Pantalón  Cuarto Frio",10500.0,"OP-NUTRESA 0006470","SEIIBA  SAS","","19/12/2025","22/12/2025","108088 FT. PANTALÓN PIJAMA FLEECE BLANCO RESORTADO CUARTO FRÍO ACO UNISEX (1).pdf","6470-1-Pantalón  Cuarto Frio","Cristian Esguerra","NUTRESA","77423442","COS-0012234 (Costeo)",""
"OS-0020496-6379-9-CHAQUETA SPORT",20496,"En Proceso","Confección",15000.0,29,"CHAQUETA SPORT",435000.0,"OP-Alfred 0006379","JAINER  ESTEVAN RIAÑO REMIGIO","","19/12/2025","23/12/2025","106083 FT_ CHAQUETA AZUL ROMPEVIENTOS HOMBRE ALFRED.pdf","6379-9-CHAQUETA SPORT","Cristian Esguerra","Alfred","77420549","COS-0012004 (Costeo)",""
"OS-0020495-6308-13-Camibuso Polo Manga Larga",20495,"Creado","Confección",5500.0,35,"Camibuso Polo Manga Larga",192500.0,"OP-AECSA 0006308","MAUDA  YANETH ALFONSO ROA","","18/12/2025","19/12/2025","203208 FT. POLO AZUL REY MANGA LARGA AECSA DAMA.pdf","6308-13-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77420005","COS-0011567 (Costeo)",""
"OS-0020494-6308-8-Camibuso Polo Manga Larga",20494,"En Proceso","Confección",5500.0,55,"Camibuso Polo Manga Larga",302500.0,"OP-AECSA 0006308","MAUDA  YANETH ALFONSO ROA","","19/12/2025","26/12/2025","103271 FT. POLO AZUL REY MANGA LARGA AECSA HOMBRE.pdf","6308-8-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77419808","COS-0011567 (Costeo)",""
"OS-0020493-6308-16-Camibuso Polo Manga Larga",20493,"En Proceso","Confección",5000.0,110,"Camibuso Polo Manga Larga",550000.0,"OP-AECSA 0006308","MOLT","","18/12/2025","19/12/2025","203209 FT. POLO VERDE CALI MANGA LARGA AECSA DAMA.pdf","6308-16-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77419704","COS-0011567 (Costeo)",""
"OS-0020492-6308-11-Camibuso Polo Manga Larga",20492,"En Proceso","Confección",5000.0,75,"Camibuso Polo Manga Larga",375000.0,"OP-AECSA 0006308","MOLT","","18/12/2025","19/12/2025","103272 FT. POLO VERDE CALI MANGA LARGA AECSA HOMBRE.pdf","6308-11-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77419531","COS-0011567 (Costeo)",""
"OS-0020491-6308-15-Camibuso Polo Manga Larga",20491,"En Proceso","Confección",5000.0,15,"Camibuso Polo Manga Larga",75000.0,"OP-AECSA 0006308","MOLT","","18/12/2025","19/12/2025","203191 FT. POLO NARANJA MANGA LARGA AECSA DAMA.pdf","6308-15-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77418281","COS-0011567 (Costeo)",""
"OS-0020490-6308-10-Camibuso Polo Manga Larga",20490,"En Proceso","Confección",5000.0,90,"Camibuso Polo Manga Larga",450000.0,"OP-AECSA 0006308","MOLT","","18/12/2025","19/12/2025","103247 FT. POLO NARANJA MANGA LARGA AECSA HOMBRE.pdf","6308-10-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77418197","COS-0011567 (Costeo)",""
"OS-0020489-6308-12-Camibuso Polo Manga Larga",20489,"En Proceso","Confección",5000.0,35,"Camibuso Polo Manga Larga",175000.0,"OP-AECSA 0006308","MOLT","","18/12/2025","19/12/2025","203207 FT. POLO ROJO MANGA LARGA AECSA DAMA.pdf","6308-12-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77418095","COS-0011567 (Costeo)",""
"OS-0020488-6308-7-Camibuso Polo Manga Larga",20488,"En Proceso","Confección",5000.0,25,"Camibuso Polo Manga Larga",125000.0,"OP-AECSA 0006308","MOLT","","18/12/2025","19/12/2025","103270 FT. POLO ROJO MANGA LARGA AECSA HOMBRE.pdf","6308-7-Camibuso Polo Manga Larga","Cristian Esguerra","AECSA","77418032","COS-0011567 (Costeo)",""
"OS-0020487-6471-4-POLO MANGA CORTA",20487,"En Proceso","Bordado",900.0,6,"POLO MANGA CORTA",5400.0,"OP-TALMA COLOMBIA 0006471","SEIIBA  SAS","","18/12/2025","22/12/2025","","6471-4-POLO MANGA CORTA","Cristian Esguerra","TALMA COLOMBIA","77414066","COS-0012229 (Costeo)",""
"OS-0020486-6471-2-camisa",20486,"Anulada","Bordado",900.0,20,"camisa",18000.0,"OP-TALMA COLOMBIA 0006471","SEIIBA  SAS","","18/12/2025","22/12/2025","202087 FT. BLUSA POPELINA BLANCA RAYA AZUL MANGA CORTA TALMA DAMA (4).pdf","6471-2-camisa","Carolina Gonzalez","TALMA COLOMBIA","77412374","COS-0012229 (Costeo)",""
"OS-0020485-6471-3-Pantalón dotación",20485,"En Proceso","Confección",12000.0,73,"Pantalón dotación",876000.0,"OP-TALMA COLOMBIA 0006471","Diana Alejo Pantalones","","18/12/2025","29/12/2025","","6471-3-Pantalón dotación","Cristian Esguerra","TALMA COLOMBIA","77404528","COS-0012229 (Costeo)",""
"OS-0020484-6425-2-POLO MANGA CORTA",20484,"En Proceso","Confección",5000.0,170,"POLO MANGA CORTA",850000.0,"OP-NUTRESA 0006425","COMERCIALIZADORA FLIPPER SPORT SAS","","19/12/2025","13/01/2026","203196 FT. POLO MANGA CORTA BLANCO ENTRENAMIENTO CORRAL TRADICIONAL GRUPO ACO DAMA.pdf","6425-2-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","77403006","COS-0012136 (Costeo)",""
"OS-0020483-6425-1-POLO MANGA CORTA",20483,"En Proceso","Confección",5000.0,680,"POLO MANGA CORTA",3400000.0,"OP-NUTRESA 0006425","COMERCIALIZADORA FLIPPER SPORT SAS","","19/12/2025","13/01/2026","103250 FT. POLO MANGA CORTA BLANCO ENTRENAMIENTO CORRAL TRADICIONAL GRUPO ACO HOMBRE.pdf","6425-1-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","77402885","COS-0012136 (Costeo)",""
